source_file,source_line,scope,variable_name,is_used
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,532,PipelineOrchestrator.process_batch,pdf_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,535,PipelineOrchestrator.process_batch,result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,538,PipelineOrchestrator.process_batch,summary,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,600,PipelineOrchestrator.process_batch,total_time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,601,PipelineOrchestrator.process_batch,success_rate,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,602,PipelineOrchestrator.process_batch,review_rate,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,603,PipelineOrchestrator.process_batch,avg_processing_time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,608,PipelineOrchestrator.process_batch,batch_result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,644,PipelineOrchestrator.resume_batch,state,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\pipeline_orchestrator.py,650,PipelineOrchestrator.resume_batch,pending_files,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,30,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,49,class:ConfidenceScores,ocr_quality,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,50,class:ConfidenceScores,entity_completeness,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,51,class:ConfidenceScores,shape_detection_quality,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,52,class:ConfidenceScores,critical_field_presence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,53,class:ConfidenceScores,data_consistency,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,54,class:ConfidenceScores,weights,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,69,ConfidenceScores.__post_init__,scores,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,84,ConfidenceScores.__post_init__,default_weights,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,92,ConfidenceScores.__post_init__,final_weights,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,95,ConfidenceScores.__post_init__,weight_sum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,140,class:ProcessingRoute,pipeline,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,141,class:ProcessingRoute,llm_stages,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,142,class:ProcessingRoute,reason,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,143,class:ProcessingRoute,reason_detail,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,144,class:ProcessingRoute,estimated_cost,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,145,class:ProcessingRoute,confidence_scores,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,146,class:ProcessingRoute,forced_by_critical_field,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,201,RoutingEngine.__init__,routing_config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,204,RoutingEngine.__init__,routing_config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,207,RoutingEngine.__init__,default_entity_weights,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,222,RoutingEngine.__init__,weight_sum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,233,RoutingEngine.__init__,default_confidence_weights,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,303,RoutingEngine.determine_route,part_number_check,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,305,RoutingEngine.determine_route,confidence_scores,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,325,RoutingEngine.determine_route,overall_score,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,351,RoutingEngine.determine_route,route,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,357,RoutingEngine.determine_route,route,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,378,RoutingEngine.determine_route,route,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,975,class:MockBudget,remaining,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,983,MockBudget.estimate_stage_cost,costs,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1002,MockConfig.get,config_dict,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1013,MockConfig.get,keys,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1014,MockConfig.get,value,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1017,MockConfig.get,value,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1023,module,config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1024,module,budget,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1025,module,engine,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1033,module,result1,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1043,module,route1,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1054,module,result2,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1068,module,route2,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1079,module,result3,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1098,module,route3,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1110,module,budget_exhausted,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1111,module,engine_no_budget,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\routing_engine.py,1113,module,route4,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,38,class:WorkflowStatus,INITIALIZED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,39,class:WorkflowStatus,PROCESSING,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,40,class:WorkflowStatus,PAUSED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,41,class:WorkflowStatus,COMPLETED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,42,class:WorkflowStatus,FAILED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,74,class:WorkflowState,drawing_id,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,75,class:WorkflowState,current_stage,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,76,class:WorkflowState,metadata,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,77,class:WorkflowState,checkpoint_data,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,78,class:WorkflowState,timestamp,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,79,class:WorkflowState,confidence_scores,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,80,class:WorkflowState,is_running,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,81,class:WorkflowState,status,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,82,class:WorkflowState,schema_version,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,83,class:WorkflowState,stage_history,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,84,class:WorkflowState,error_history,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,156,WorkflowState.update_stage,valid_next_stages,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,186,WorkflowState.save_checkpoint,stage_key,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,238,WorkflowState.mark_failed,stage_key,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,289,WorkflowState.from_dict,current_stage,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,290,WorkflowState.from_dict,status,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,293,WorkflowState.from_dict,timestamp,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\workflow_state.py,296,WorkflowState.from_dict,stage_history,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\__init__.py,17,module,__all__,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,36,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,42,class:ObstacleDetectionMode,OFF,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,43,class:ObstacleDetectionMode,SIMPLE,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,44,class:ObstacleDetectionMode,ADVANCED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,66,class:AssociationConfig,label_distance_threshold,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,67,class:AssociationConfig,dimension_distance_threshold,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,68,class:AssociationConfig,min_association_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,69,class:AssociationConfig,obstacle_detection_mode,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,70,class:AssociationConfig,alignment_tolerance_px,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,71,class:AssociationConfig,size_similarity_ratio,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,72,class:AssociationConfig,max_dimension_distance_px,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,73,class:AssociationConfig,confidence_multipliers,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,76,class:AssociationConfig,dbscan_eps,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,77,class:AssociationConfig,dbscan_min_samples,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,78,class:AssociationConfig,adaptive_thresholds,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,79,class:AssociationConfig,drawing_dpi,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,84,AssociationConfig.__post_init__,scale_factor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,170,DataAssociator.associate_text_to_shapes,associations,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,173,DataAssociator.associate_text_to_shapes,shape_centers,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,174,DataAssociator.associate_text_to_shapes,kdtree,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,178,DataAssociator.associate_text_to_shapes,text_type,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,190,DataAssociator.associate_text_to_shapes,threshold,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,201,DataAssociator.associate_text_to_shapes,has_obstacle,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,212,DataAssociator.associate_text_to_shapes,confidence,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,224,DataAssociator.associate_text_to_shapes,association,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,610,DataAssociator.identify_multi_view_groups,view_groups,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,616,DataAssociator.identify_multi_view_groups,by_class,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,628,DataAssociator.identify_multi_view_groups,groups,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,633,DataAssociator.identify_multi_view_groups,view_group,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,779,DataAssociator.link_dimensions_to_features,links,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,786,DataAssociator.link_dimensions_to_features,shape_centers,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,787,DataAssociator.link_dimensions_to_features,kdtree,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,790,DataAssociator.link_dimensions_to_features,dim_center,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,793,DataAssociator.link_dimensions_to_features,k,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,796,DataAssociator.link_dimensions_to_features,nearest_shape,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,797,DataAssociator.link_dimensions_to_features,min_distance,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,803,DataAssociator.link_dimensions_to_features,min_distance,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,804,DataAssociator.link_dimensions_to_features,nearest_shape,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,808,DataAssociator.link_dimensions_to_features,feature_type,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,813,DataAssociator.link_dimensions_to_features,normalized_dist,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,814,DataAssociator.link_dimensions_to_features,confidence,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_associator.py,816,DataAssociator.link_dimensions_to_features,link,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,29,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,35,class:Severity,CRITICAL,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,36,class:Severity,HIGH,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,37,class:Severity,MEDIUM,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,38,class:Severity,LOW,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,44,class:IssueType,ORPHANED_ENTITY,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,45,class:IssueType,MISSING_ASSOCIATION,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,46,class:IssueType,INCOMPATIBLE_ASSOCIATION,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,47,class:IssueType,DIAMETER_ON_NON_CYLINDER,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,48,class:IssueType,THREAD_ON_NON_FASTENER,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,49,class:IssueType,MISSING_CRITICAL_FIELD,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,50,class:IssueType,MISSING_FIELD,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,51,class:IssueType,CONFLICTING_ASSOCIATION,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,52,class:IssueType,OVERLAPPING_ENTITIES,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,79,class:ValidationConfig,enforce_part_number,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,80,class:ValidationConfig,enforce_material,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,81,class:ValidationConfig,warn_on_orphaned_entities,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,82,class:ValidationConfig,check_dimension_compatibility,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,83,class:ValidationConfig,check_geometric_overlap,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,86,class:ValidationConfig,unassociated_text_distance_threshold,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,87,class:ValidationConfig,overlap_threshold,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,90,class:ValidationConfig,penalty_critical,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,91,class:ValidationConfig,penalty_high,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,92,class:ValidationConfig,penalty_medium,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,93,class:ValidationConfig,penalty_low,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,94,class:ValidationConfig,max_penalty,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,97,class:ValidationConfig,critical_entity_types,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,102,class:ValidationConfig,cylindrical_shape_classes,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,113,class:ValidationConfig,fastener_shape_classes,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,162,class:DataValidator,DIMENSION_PATTERN,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,168,class:DataValidator,DIMENSION_EXCLUDE_PATTERN,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,222,DataValidator.validate_associations,issues,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,225,DataValidator.validate_associations,text_block_by_id,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,226,DataValidator.validate_associations,detection_by_id,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,227,DataValidator.validate_associations,entity_by_text,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,234,DataValidator.validate_associations,orphaned_issues,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,239,DataValidator.validate_associations,unassociated_issues,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,247,DataValidator.validate_associations,consistency_issues,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,254,DataValidator.validate_associations,field_issues,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,260,DataValidator.validate_associations,overlap_issues,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,265,DataValidator.validate_associations,association_issues,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,269,DataValidator.validate_associations,issues_by_severity,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,271,DataValidator.validate_associations,is_valid,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,272,DataValidator.validate_associations,requires_review,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,278,DataValidator.validate_associations,confidence_adjustment,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\data_validator.py,280,DataValidator.validate_associations,report,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,54,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,96,class:EntityConfig,use_regex,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,97,class:EntityConfig,use_spacy,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,98,class:EntityConfig,use_llm,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,99,class:EntityConfig,confidence_threshold,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,100,class:EntityConfig,normalize_units,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,101,class:EntityConfig,pattern_file,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,102,class:EntityConfig,oem_dictionary_path,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,105,class:EntityConfig,regex_part_number_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,106,class:EntityConfig,regex_dimension_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,107,class:EntityConfig,regex_weight_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,108,class:EntityConfig,regex_thread_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,109,class:EntityConfig,regex_material_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,110,class:EntityConfig,regex_finish_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,111,class:EntityConfig,regex_tolerance_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,112,class:EntityConfig,spacy_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,115,class:EntityConfig,enable_entity_types,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,116,class:EntityConfig,max_llm_retries,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,117,class:EntityConfig,llm_timeout,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,118,class:EntityConfig,spacy_model,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,119,class:EntityConfig,fuzzy_match_threshold,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,120,class:EntityConfig,spatial_dedup_iou_threshold,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,152,EntityConfig.__post_init__,path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,239,EntityExtractor.check_dependencies,dependencies,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,275,EntityExtractor.extract_entities,all_entities,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,276,EntityExtractor.extract_entities,extraction_methods,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,280,EntityExtractor.extract_entities,regex_entities,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,287,EntityExtractor.extract_entities,spacy_entities,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,289,EntityExtractor.extract_entities,spacy_entities,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,295,EntityExtractor.extract_entities,title_block,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,298,EntityExtractor.extract_entities,missing_critical,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,303,EntityExtractor.extract_entities,llm_entities,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,310,EntityExtractor.extract_entities,stats,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,312,EntityExtractor.extract_entities,result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,642,EntityExtractor.extract_title_block,title_block_region,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,645,EntityExtractor.extract_title_block,title_block_region,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\entity_extractor.py,652,EntityExtractor.extract_title_block,title_text_blocks,True
