source_file,source_line,scope,variable_name,is_used
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,11,module,MODEL_URLS,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,20,function:download_file,response,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,21,function:download_file,total_size,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,32,function:main,models_dir,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,38,function:main,destination,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,25,function:check_python_version,version,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,40,function:create_directories,directories,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,53,function:create_directories,path,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,71,function:install_dependencies,response,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,90,function:setup_configuration,config_file,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,94,function:setup_configuration,response,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,100,function:setup_configuration,default_config,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,215,function:setup_environment_variables,env_vars,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,222,function:setup_environment_variables,current,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,244,function:download_models_prompt,response,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,258,function:run_tests,response,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,264,function:run_tests,result,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,9,module,REQUIRED_PACKAGES,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,27,function:check_python_version,version,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,37,function:check_dependencies,missing,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,50,function:check_structure,required_dirs,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,51,function:check_structure,missing,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,66,function:main,all_valid,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,70,function:main,all_valid,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,75,function:main,all_valid,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,81,function:main,all_valid,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\__init__.py,7,module,__version__,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\__init__.py,8,module,__author__,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\__init__.py,16,module,__all__,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,28,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,39,class:ValidationProfile,PERMISSIVE,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,40,class:ValidationProfile,STANDARD,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,41,class:ValidationProfile,STRICT,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,47,class:ProviderName,OPENAI,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,48,class:ProviderName,ANTHROPIC,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,49,class:ProviderName,GOOGLE,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,53,module,MIN_MODEL_SIZE_MB,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,54,module,MAX_MODEL_SIZE_MB,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,55,module,MIN_DISK_SPACE_MB,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,58,module,MIN_API_KEY_LENGTH,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,59,module,MIN_GOOGLE_KEY_LENGTH,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,62,module,FAKE_KEY_PATTERNS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,119,class:ValidationResult,is_valid,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,120,class:ValidationResult,errors,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,121,class:ValidationResult,warnings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,122,class:ValidationResult,info,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,200,PathValidator.validate,errors,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,201,PathValidator.validate,warnings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,204,PathValidator.validate,paths,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,209,PathValidator.validate,auto_create_paths,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,224,PathValidator.validate,required_paths,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,330,class:LLMValidator,PROVIDER_VALIDATORS,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,350,LLMValidator.validate,errors,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,351,LLMValidator.validate,warnings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,355,LLMValidator.validate,llm_config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,389,LLMValidator.validate,primary_name,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,390,LLMValidator.validate,fallback_name,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,592,ModelValidator.validate,errors,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,593,ModelValidator.validate,warnings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,597,ModelValidator.validate,detection_config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,725,DatabaseValidator.validate,errors,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,726,DatabaseValidator.validate,warnings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,730,DatabaseValidator.validate,db_config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,871,ConfigValidator.__init__,valid_profiles,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,892,ConfigValidator.validate_all,all_errors,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,893,ConfigValidator.validate_all,all_warnings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,894,ConfigValidator.validate_all,info,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,897,ConfigValidator.validate_all,validators,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,925,ConfigValidator.validate_all,error_msg,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,937,ConfigValidator.validate_all,is_valid,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,968,ConfigValidator.print_validation_report,separator,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,1036,function:validate_config,validator,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,1037,function:validate_config,result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,47,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,50,module,MAX_DISPLAY_FLAGS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,51,module,MAX_DRAWING_ID_DISPLAY_LENGTH,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,52,module,DEFAULT_COST_REPORT_NAME,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,53,module,DEFAULT_WORKER_COUNT,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,54,module,DEFAULT_LIST_LIMIT,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,55,module,DEFAULT_LIST_OFFSET,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,56,module,MAX_WORKERS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,57,module,MIN_WORKERS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,58,module,SEPARATOR_WIDTH,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,59,module,WIDE_SEPARATOR_WIDTH,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,62,module,__version__,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,96,function:get_database_manager,config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,97,function:get_database_manager,db,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,99,function:get_database_manager,config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,100,function:get_database_manager,db,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,118,function:initialize_components,budget_controller,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,126,function:initialize_components,checkpoint_manager,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,130,function:initialize_components,routing_engine,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,132,function:initialize_components,orchestrator,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,214,function:main,parser,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,215,function:main,args,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,223,function:main,log_level,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,232,function:main,command_map,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,241,function:main,handler,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,275,function:command_process,pdf_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,287,function:command_process,result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,296,function:command_process,output_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,331,function:command_batch,input_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,353,function:command_batch,batch_result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,355,function:command_batch,pdf_files,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,366,function:command_batch,batch_id,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,370,function:command_batch,batch_result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,411,function:command_export,output_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,442,function:command_cost_report,end_date,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,443,function:command_cost_report,start_date,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,445,function:command_cost_report,start_date,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,446,function:command_cost_report,end_date,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,449,function:command_cost_report,export_manager,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,450,function:command_cost_report,output_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,453,function:command_cost_report,output_path_obj,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,490,function:command_validate_config,config,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,491,function:command_validate_config,validator,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,492,function:command_validate_config,result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,534,function:command_list_drawings,filters,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,542,function:command_list_drawings,drawings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,555,function:command_list_drawings,review_str,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,590,function:handle_export,export_manager,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,593,function:handle_export,output_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,594,function:handle_export,output_path_obj,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,601,function:handle_export,output_dir,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,603,function:handle_export,files,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,607,function:handle_export,output_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,608,function:handle_export,output_path_obj,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,634,function:handle_batch_export,export_manager,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,635,function:handle_batch_export,drawing_ids,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,638,function:handle_batch_export,output_path,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,639,function:handle_batch_export,output_path_obj,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,646,function:handle_batch_export,output_dir,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,648,function:handle_batch_export,files,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,653,function:handle_batch_export,report_path_obj,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,680,function:setup_argument_parser,parser,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,721,function:setup_argument_parser,subparsers,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,724,function:setup_argument_parser,process_parser,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,756,function:setup_argument_parser,batch_parser,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,808,function:setup_argument_parser,export_parser,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,829,function:setup_argument_parser,cost_parser,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,834,function:setup_argument_parser,cost_group,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,852,function:setup_argument_parser,validate_parser,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,859,function:setup_argument_parser,list_parser,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\__init__.py,9,module,__all__,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,45,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,49,module,DEFAULT_BATCH_SIZE,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,50,module,DEFAULT_CONNECTION_TIMEOUT,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,51,module,UNKNOWN_MODEL_VERSION,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,52,module,ID_PREFIX_LLM,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,53,module,ID_PREFIX_AUDIT,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,59,class:ProcessingStatus,SUCCESS,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,60,class:ProcessingStatus,FAILED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,61,class:ProcessingStatus,SKIPPED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,62,class:ProcessingStatus,IN_PROGRESS,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,63,class:ProcessingStatus,COMPLETED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,178,DatabaseManager.__init__,db_dir,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,361,DatabaseManager.initialize_database,schema_sql,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,365,DatabaseManager.initialize_database,conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,413,DatabaseManager.store_drawing,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,416,DatabaseManager.store_drawing,hierarchy_json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,479,DatabaseManager.store_text_blocks,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,482,DatabaseManager.store_text_blocks,batch_data,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,533,DatabaseManager.store_entities,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,536,DatabaseManager.store_entities,batch_data,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,590,DatabaseManager.store_detections,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,593,DatabaseManager.store_detections,batch_data,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,642,DatabaseManager.store_associations,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,645,DatabaseManager.store_associations,batch_data,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,689,DatabaseManager.store_hierarchy,hierarchy_json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,692,DatabaseManager.store_hierarchy,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,744,DatabaseManager.store_llm_usage,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,796,DatabaseManager.store_audit_entry,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,832,DatabaseManager.get_drawing_by_id,conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,833,DatabaseManager.get_drawing_by_id,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,839,DatabaseManager.get_drawing_by_id,row,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,881,DatabaseManager.query_drawings,conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,882,DatabaseManager.query_drawings,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,885,DatabaseManager.query_drawings,query,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,886,DatabaseManager.query_drawings,params,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,942,DatabaseManager.query_drawings_count,conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,943,DatabaseManager.query_drawings_count,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,946,DatabaseManager.query_drawings_count,query,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,947,DatabaseManager.query_drawings_count,params,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1003,DatabaseManager.get_drawings_for_review,conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1004,DatabaseManager.get_drawings_for_review,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1041,DatabaseManager.update_drawing_status,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1074,DatabaseManager.delete_drawing,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1110,DatabaseManager.get_llm_usage,conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1111,DatabaseManager.get_llm_usage,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1152,DatabaseManager.get_database_stats,conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1153,DatabaseManager.get_database_stats,cursor,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1155,DatabaseManager.get_database_stats,stats,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1179,DatabaseManager.get_database_stats,result,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1183,DatabaseManager.get_database_stats,db_size_bytes,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1222,DatabaseManager.backup_database,backup_dir,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1226,DatabaseManager.backup_database,source_conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,1227,DatabaseManager.backup_database,backup_conn,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,18,class:DrawingStatus,COMPLETE,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,19,class:DrawingStatus,PROCESSING,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,20,class:DrawingStatus,FAILED,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,26,class:SortOrder,ASC,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,27,class:SortOrder,DESC,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,86,class:QueryFilters,status,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,87,class:QueryFilters,needs_review,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,88,class:QueryFilters,min_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,89,class:QueryFilters,max_confidence,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,90,class:QueryFilters,has_part_number,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,91,class:QueryFilters,date_from,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,92,class:QueryFilters,date_to,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,93,class:QueryFilters,sort_by,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,94,class:QueryFilters,sort_order,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,95,class:QueryFilters,limit,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,96,class:QueryFilters,offset,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,99,class:QueryFilters,MAX_LIMIT,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,100,class:QueryFilters,VALID_SORT_COLUMNS,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,264,QueryFilters.to_query_params,params,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,317,QueryFilters.previous_page,new_offset,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,365,QueryFilters.merge,merged_params,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,368,QueryFilters.merge,other_value,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,369,QueryFilters.merge,self_value,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,385,QueryFilters.__str__,parts,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,402,QueryFilters.__str__,order,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\__init__.py,6,module,__all__,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,30,module,logger,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,37,module,SUMMARY_HEADERS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,52,module,ENTITY_HEADERS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,67,module,DETECTION_HEADERS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,83,module,ASSOCIATION_HEADERS,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,95,module,CSV_INJECTION_PREFIXES,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,135,class:CSVConfigProtocol,csv_delimiter,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,136,class:CSVConfigProtocol,float_precision,False
