source_file,source_line,import_type,module,imported_name,alias,status,details,is_used
C:\00Projects\engineering_items_attributes_enrichment\main.py,1,import,torch,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\deployment\setup.py,1,from_import,setuptools,setup,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\deployment\setup.py,1,from_import,setuptools,find_packages,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,5,import,os,,,external,Standard library: os,False
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,6,import,sys,,,external,Built-in module: sys,False
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,7,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,8,import,requests,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\download_models.py,9,from_import,tqdm,tqdm,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,7,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,8,import,sys,,,external,Built-in module: sys,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,9,import,subprocess,,,external,Standard library: subprocess,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,10,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\setup_environment.py,11,import,shutil,,,external,External library,False
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,5,import,sys,,,external,Built-in module: sys,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,6,import,importlib,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\scripts\validate_installation.py,7,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\__init__.py,11,from_import,src.drawing_intelligence.orchestration,PipelineOrchestrator,,missing,Symbol 'PipelineOrchestrator' NOT FOUND,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\__init__.py,12,from_import,src.drawing_intelligence.database,DatabaseManager,,missing,Symbol 'DatabaseManager' NOT FOUND,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\__init__.py,13,from_import,src.drawing_intelligence.models,ProcessingResult,,missing,Symbol 'ProcessingResult' NOT FOUND,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\__init__.py,14,from_import,src.drawing_intelligence.export,ExportManager,,missing,Symbol 'ExportManager' NOT FOUND,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,15,import,json,,,external,Standard library: json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,16,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,17,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,18,import,shutil,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,19,from_import,abc,ABC,,external,Standard library: abc,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,19,from_import,abc,abstractmethod,,external,Standard library: abc,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,20,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,20,from_import,dataclasses,field,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,21,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,22,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,23,from_import,typing,TYPE_CHECKING,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,23,from_import,typing,Callable,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,23,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,23,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,23,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,23,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,26,from_import,src.drawing_intelligence.cli.utils.config_loader,SystemConfig,,missing,Module 'src.drawing_intelligence.cli.utils.config_loader' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\config_validator.py,694,import,torch,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,12,import,argparse,,,external,Standard library: argparse,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,13,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,14,import,sys,,,external,Built-in module: sys,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,15,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,16,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,16,from_import,datetime,timedelta,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,17,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,18,from_import,contextlib,contextmanager,,external,Standard library: contextlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,21,from_import,src.drawing_intelligence.utils.config_loader,Config,,exists,Class 'Config' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,22,from_import,src.drawing_intelligence.database.database_manager,DatabaseManager,,exists,Class 'DatabaseManager' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,22,from_import,src.drawing_intelligence.database.database_manager,QueryFilters,,missing,Symbol 'QueryFilters' NOT FOUND,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,26,from_import,src.drawing_intelligence.orchestration.pipeline_orchestrator,PipelineOrchestrator,,exists,Class 'PipelineOrchestrator' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,29,from_import,src.drawing_intelligence.orchestration.routing_engine,RoutingEngine,,exists,Class 'RoutingEngine' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,30,from_import,src.drawing_intelligence.orchestration.checkpoint_manager,CheckpointManager,,exists,Class 'CheckpointManager' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,33,from_import,src.drawing_intelligence.llm.budget_controller,BudgetController,,exists,Class 'BudgetController' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,34,from_import,src.drawing_intelligence.export.export_manager,ExportManager,,exists,Class 'ExportManager' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,34,from_import,src.drawing_intelligence.export.export_manager,ExportConfig,,exists,Class 'ExportConfig' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,38,from_import,src.drawing_intelligence.cli.config_validator,ConfigValidator,,exists,Class 'ConfigValidator' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,39,from_import,src.drawing_intelligence.models.data_structures,ProcessingResult,,exists,Class 'ProcessingResult' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,40,from_import,src.drawing_intelligence.utils.error_handlers,DrawingProcessingError,,exists,Class 'DrawingProcessingError' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,40,from_import,src.drawing_intelligence.utils.error_handlers,ConfigurationError,,exists,Class 'ConfigurationError' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\main.py,40,from_import,src.drawing_intelligence.utils.error_handlers,DatabaseError,,exists,Class 'DatabaseError' found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\__init__.py,5,from_import,src.drawing_intelligence.cli.main,main,,exists,Function 'main' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\__init__.py,6,from_import,src.drawing_intelligence.cli.config_validator,ConfigValidator,,exists,Class 'ConfigValidator' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\cli\__init__.py,6,from_import,src.drawing_intelligence.cli.config_validator,ValidationResult,,exists,Class 'ValidationResult' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,20,import,sqlite3,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,21,import,json,,,external,Standard library: json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,22,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,23,import,threading,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,24,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,24,from_import,datetime,timezone,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,25,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,25,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,25,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,25,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,25,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,25,from_import,typing,Sequence,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,26,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,27,from_import,dataclasses,asdict,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,28,from_import,contextlib,contextmanager,,external,Standard library: contextlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,29,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,31,from_import,src.drawing_intelligence.database.models.data_structures,ProcessingResult,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,31,from_import,src.drawing_intelligence.database.models.data_structures,TextBlock,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,31,from_import,src.drawing_intelligence.database.models.data_structures,Entity,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,31,from_import,src.drawing_intelligence.database.models.data_structures,Detection,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,31,from_import,src.drawing_intelligence.database.models.data_structures,Association,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,31,from_import,src.drawing_intelligence.database.models.data_structures,ComponentHierarchy,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,31,from_import,src.drawing_intelligence.database.models.data_structures,TokenUsage,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,40,from_import,src.drawing_intelligence.database.utils.error_handlers,DatabaseError,,missing,Module 'src.drawing_intelligence.database.utils.error_handlers' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,41,from_import,src.drawing_intelligence.database.utils.file_utils,generate_unique_id,,missing,Module 'src.drawing_intelligence.database.utils.file_utils' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\database_manager.py,42,from_import,src.drawing_intelligence.database.database_manager.query_filters,QueryFilter,,missing,Module 'src.drawing_intelligence.database.database_manager.query_filters' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,9,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,9,from_import,dataclasses,replace,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,10,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,11,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,12,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,12,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,12,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\query_filters.py,12,from_import,typing,Set,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\__init__.py,3,from_import,src.drawing_intelligence.database.database_manager,DatabaseManager,,exists,Class 'DatabaseManager' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\database\__init__.py,4,from_import,src.drawing_intelligence.database.database_manager.query_filters,QueryFilters,,missing,Module 'src.drawing_intelligence.database.database_manager.query_filters' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,17,import,csv,,,external,Standard library: csv,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,18,import,io,,,external,Standard library: io,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,19,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,20,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,21,import,tempfile,,,external,Standard library: tempfile,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,22,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,23,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,Callable,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,Generator,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,Protocol,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,24,from_import,typing,Union,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,26,from_import,src.drawing_intelligence.export.database.database_manager,DrawingRecord,,missing,Module 'src.drawing_intelligence.export.database.database_manager' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\csv_exporter.py,27,from_import,src.drawing_intelligence.database.models.data_structures,EntityType,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,38,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,39,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,40,import,re,,,external,Standard library: re,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,41,import,tempfile,,,external,Standard library: tempfile,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,42,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,43,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,44,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,44,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,44,from_import,typing,Dict,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,44,from_import,typing,Any,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,44,from_import,typing,Union,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,45,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,46,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,48,from_import,src.drawing_intelligence.export.database.database_manager,DatabaseManager,,missing,Module 'src.drawing_intelligence.export.database.database_manager' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,48,from_import,src.drawing_intelligence.export.database.database_manager,DrawingRecord,,missing,Module 'src.drawing_intelligence.export.database.database_manager' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,49,from_import,src.drawing_intelligence.export.export_manager.json_exporter,JSONExporter,,missing,Module 'src.drawing_intelligence.export.export_manager.json_exporter' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,50,from_import,src.drawing_intelligence.export.export_manager.csv_exporter,CSVExporter,,missing,Module 'src.drawing_intelligence.export.export_manager.csv_exporter' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,51,from_import,src.drawing_intelligence.export.export_manager.report_generator,ReportGenerator,,missing,Module 'src.drawing_intelligence.export.export_manager.report_generator' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,760,from_import,src.drawing_intelligence.database.models.data_structures,BatchResult,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\export_manager.py,849,from_import,src.drawing_intelligence.export.llm.cost_tracker,CostTracker,,missing,Module 'src.drawing_intelligence.export.llm.cost_tracker' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,14,import,json,,,external,Standard library: json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,15,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,16,import,tempfile,,,external,Standard library: tempfile,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,17,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,18,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,19,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,20,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Callable,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Literal,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Protocol,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,21,from_import,typing,Union,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,23,from_import,src.drawing_intelligence.export.database.database_manager,DrawingRecord,,missing,Module 'src.drawing_intelligence.export.database.database_manager' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,24,from_import,src.drawing_intelligence.database.models.data_structures,Association,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,24,from_import,src.drawing_intelligence.database.models.data_structures,BoundingBox,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,24,from_import,src.drawing_intelligence.database.models.data_structures,ComponentHierarchy,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,24,from_import,src.drawing_intelligence.database.models.data_structures,Detection,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,24,from_import,src.drawing_intelligence.database.models.data_structures,Entity,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,24,from_import,src.drawing_intelligence.database.models.data_structures,ReviewFlag,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\json_exporter.py,24,from_import,src.drawing_intelligence.database.models.data_structures,TextBlock,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,8,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,9,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,10,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,11,from_import,typing,TYPE_CHECKING,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,11,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,11,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,11,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,11,from_import,typing,Optional,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,11,from_import,typing,Union,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,12,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,13,import,base64,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,14,from_import,io,BytesIO,,external,Standard library: io,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,15,import,tempfile,,,external,Standard library: tempfile,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,18,from_import,jinja2,Environment,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,18,from_import,jinja2,FileSystemLoader,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,18,from_import,jinja2,select_autoescape,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,25,import,matplotlib,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,28,import,matplotlib.pyplot,,plt,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,29,from_import,matplotlib.ticker,FuncFormatter,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,36,from_import,weasyprint,HTML,WeasyHTML,external,External library,True
