source_file,source_line,import_type,module,imported_name,alias,status,details,is_used
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\shape_detector.py,44,from_import,src.drawing_intelligence.processing.utils.validation_utils,validate_model_path,,missing,Module 'src.drawing_intelligence.processing.utils.validation_utils' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\shape_detector.py,44,from_import,src.drawing_intelligence.processing.utils.validation_utils,validate_image_array,,missing,Module 'src.drawing_intelligence.processing.utils.validation_utils' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\shape_detector.py,246,import,torch,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\shape_detector.py,295,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\shape_detector.py,357,from_import,ultralytics,YOLO,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\shape_detector.py,591,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,7,from_import,src.drawing_intelligence.processing.pdf_processor,PDFProcessor,,exists,Class 'PDFProcessor' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,7,from_import,src.drawing_intelligence.processing.pdf_processor,PDFConfig,,exists,Class 'PDFConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,8,from_import,src.drawing_intelligence.processing.image_preprocessor,ImagePreprocessor,,exists,Class 'ImagePreprocessor' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,8,from_import,src.drawing_intelligence.processing.image_preprocessor,PreprocessConfig,,exists,Class 'PreprocessConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,9,from_import,src.drawing_intelligence.processing.ocr_pipeline,OCRPipeline,,exists,Class 'OCRPipeline' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,9,from_import,src.drawing_intelligence.processing.ocr_pipeline,OCRConfig,,exists,Class 'OCRConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,10,from_import,src.drawing_intelligence.processing.entity_extractor,EntityExtractor,,exists,Class 'EntityExtractor' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,10,from_import,src.drawing_intelligence.processing.entity_extractor,EntityConfig,,exists,Class 'EntityConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,11,from_import,src.drawing_intelligence.processing.shape_detector,ShapeDetector,,exists,Class 'ShapeDetector' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\processing\__init__.py,11,from_import,src.drawing_intelligence.processing.shape_detector,DetectionConfig,,exists,Class 'DetectionConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,30,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,31,import,uuid,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,32,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,32,from_import,dataclasses,field,,external,Standard library: dataclasses,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,33,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,33,from_import,typing,Final,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,33,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,33,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,35,from_import,src.drawing_intelligence.database.models.data_structures,ProcessingResult,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,35,from_import,src.drawing_intelligence.database.models.data_structures,ReviewFlag,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,35,from_import,src.drawing_intelligence.database.models.data_structures,CompletenessScore,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,35,from_import,src.drawing_intelligence.database.models.data_structures,FlagType,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,35,from_import,src.drawing_intelligence.database.models.data_structures,Severity,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\quality_scorer.py,35,from_import,src.drawing_intelligence.database.models.data_structures,EntityType,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\__init__.py,7,from_import,src.drawing_intelligence.quality.quality_scorer,QualityScorer,,exists,Class 'QualityScorer' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\quality\__init__.py,7,from_import,src.drawing_intelligence.quality.quality_scorer,QualityConfig,,exists,Class 'QualityConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\config_loader.py,17,import,yaml,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\config_loader.py,18,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\config_loader.py,19,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\config_loader.py,19,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\config_loader.py,19,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\config_loader.py,19,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,27,import,functools,,,external,Standard library: functools,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,28,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,29,import,traceback,,,external,Standard library: traceback,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,30,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,31,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,31,from_import,typing,Callable,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,31,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,31,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\error_handlers.py,31,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,7,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,8,import,hashlib,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,9,import,shutil,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,10,import,uuid,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,11,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,12,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,12,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,12,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,13,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\file_utils.py,343,import,shutil,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\geometry_utils.py,23,import,math,,,external,Built-in module: math,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\geometry_utils.py,24,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\geometry_utils.py,25,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\geometry_utils.py,25,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\geometry_utils.py,25,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,7,import,base64,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,8,import,io,,,external,Standard library: io,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,9,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,9,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,9,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,10,import,numpy,,np,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,11,import,cv2,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,12,import,hashlib,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\image_utils.py,13,from_import,PIL,Image,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\pdf_utils.py,20,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\pdf_utils.py,22,import,cv2,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\pdf_utils.py,23,import,numpy,,np,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\pdf_utils.py,24,from_import,numpy.typing,NDArray,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\text_utils.py,7,import,re,,,external,Standard library: re,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\text_utils.py,8,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\text_utils.py,8,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\text_utils.py,8,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\text_utils.py,9,from_import,difflib,SequenceMatcher,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\validation_utils.py,7,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\validation_utils.py,8,import,re,,,external,Standard library: re,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\validation_utils.py,9,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\validation_utils.py,10,import,numpy,,np,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\validation_utils.py,149,from_import,src.drawing_intelligence.database.models.data_structures,EntityType,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\validation_utils.py,383,import,json,,,external,Standard library: json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,3,from_import,src.drawing_intelligence.utils.file_utils,ensure_directory,,exists,Function 'ensure_directory' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,3,from_import,src.drawing_intelligence.utils.file_utils,get_file_hash,,exists,Function 'get_file_hash' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,3,from_import,src.drawing_intelligence.utils.file_utils,generate_unique_id,,exists,Function 'generate_unique_id' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,4,from_import,src.drawing_intelligence.utils.geometry_utils,BoundingBox,,exists,Class 'BoundingBox' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,4,from_import,src.drawing_intelligence.utils.geometry_utils,calculate_iou,,exists,Function 'calculate_iou' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,5,from_import,src.drawing_intelligence.utils.text_utils,normalize_text,,missing,"Symbol 'normalize_text' NOT FOUND (Did you mean: normalize_whitespace, normalize_line_endings?)",False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,5,from_import,src.drawing_intelligence.utils.text_utils,extract_numbers,,exists,Function 'extract_numbers' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,6,from_import,src.drawing_intelligence.utils.validation_utils,validate_pdf_file,,exists,Function 'validate_pdf_file' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\utils\__init__.py,6,from_import,src.drawing_intelligence.utils.validation_utils,validate_image_array,,exists,Function 'validate_image_array' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,19,import,base64,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,20,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,21,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,22,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,23,from_import,functools,cached_property,,external,Standard library: functools,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,24,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,24,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,24,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,24,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,26,import,anthropic,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,28,from_import,src.drawing_intelligence.llm.models.data_structures,TokenUsage,,missing,Module 'src.drawing_intelligence.llm.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,29,from_import,src.drawing_intelligence.llm.models.model_registry,ModelRegistry,,missing,Module 'src.drawing_intelligence.llm.models.model_registry' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,30,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMAPIError,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,30,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMAuthenticationError,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,30,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMImageError,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,30,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMModelError,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,30,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMProvider,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,30,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMRateLimitError,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\anthropic_provider.py,30,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMResponse,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,32,from_import,__future__,annotations,,external,External library,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,34,from_import,abc,ABC,,external,Standard library: abc,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,34,from_import,abc,abstractmethod,,external,Standard library: abc,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,35,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,35,from_import,dataclasses,field,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,36,from_import,datetime,datetime,,external,Standard library: datetime,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,37,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,38,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,38,from_import,typing,Literal,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,38,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\base_provider.py,38,from_import,typing,Union,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,54,import,io,,,external,Standard library: io,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,55,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,56,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,57,import,types,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,58,import,warnings,,,external,Standard library: warnings,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,59,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,60,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,61,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,62,from_import,typing,TYPE_CHECKING,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,62,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,62,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,62,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,62,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,62,from_import,typing,Union,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,64,from_import,PIL,Image,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,66,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,BaseLLMProvider,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,66,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMResponse,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,66,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,TokenUsage,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,69,import,google.generativeai,,genai,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,347,import,google.generativeai,,genai,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\google_provider.py,352,import,vertexai,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,40,import,base64,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,41,import,io,,,external,Standard library: io,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,42,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,43,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,44,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,45,from_import,typing,TYPE_CHECKING,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,45,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,45,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,45,from_import,typing,Generator,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,45,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,45,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,45,from_import,typing,Tuple,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,47,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,BaseLLMProvider,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,47,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,LLMResponse,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,47,from_import,src.drawing_intelligence.llm.providers.anthropic_provider.base_provider,TokenUsage,,missing,Module 'src.drawing_intelligence.llm.providers.anthropic_provider.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,50,from_import,openai,OpenAI,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,235,from_import,openai,OpenAI,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\providers\openai_provider.py,569,from_import,PIL,Image,,external,External library,True
